well_id,depth_m,gamma_ray_api,resistivity_ohmm,density_gcc,neutron_porosity_vv,sonic_usft,caliper_in,hydrocarbon_probability,lithology
mywell,2336.1385,52.7835,3.9173,2.2105,0.288464,98.855,8.5,0.1401,Silty Sand
mywell,2336.2909,56.8759,4.0579,2.1892,0.374312,100.115,8.5,0.1207,Silty Sand
mywell,2336.4433,62.742,3.9786,2.1553,0.3998,102.853,8.5,0.0753,Silty Sand
mywell,2336.5957,61.9736,4.1268,2.1223,0.293856,102.007,8.5,0.0848,Silty Sand
mywell,2336.7481,47.7516,4.0635,2.1528,0.220584,101.132,8.5,0.129,Silty Sand
mywell,2336.9005,35.4949,4.0045,2.2076,0.226944,99.761,8.5,0.1967,Sandstone
mywell,2337.0529,30.2961,3.9137,2.2298,0.232952,97.89,8.5,0.2389,Sandstone
mywell,2337.2053,32.857,3.8465,2.2379,0.266728,97.007,8.5,0.2057,Sandstone
mywell,2337.3577,38.833,3.7686,2.2201,0.249144,94.644,8.5,0.184,Sandstone
mywell,2337.5101,48.3814,3.7452,2.1734,0.241064,91.649,8.5,0.1389,Silty Sand
mywell,2337.6625,59.3174,3.6508,2.2018,0.288616,90.385,8.5,0.1232,Silty Sand
mywell,2337.8149,63.8968,3.5508,2.2179,0.296936,89.259,8.5,0.0814,Silty Sand
mywell,2337.9673,58.7369,3.431,2.2081,0.251368,88.258,8.5,0.0949,Silty Sand
mywell,2338.1197,52.0198,3.312,2.1911,0.230168,88.994,8.5,0.119,Silty Sand
mywell,2338.2721,41.6591,3.19,2.1999,0.267696,88.256,8.5,0.1652,Sandstone
mywell,2338.4245,42.2367,3.0561,2.2198,0.21344,88.622,8.5,0.173,Sandstone
mywell,2338.5769,55.1033,2.93,2.1635,0.191176,88.873,8.5,0.0813,Silty Sand
mywell,2338.7293,97.4801,2.803,2.1947,0.244568,88.379,8.5,0.041,Shale
mywell,2338.8817,196.3396,2.7613,2.2684,0.455304,87.259,8.5,0.0147,Shale
mywell,2339.0341,265.8965,2.638,2.4297,0.465928,87.126,8.5,0.0149,Silty Sand
mywell,2339.1865,266.7337,2.6072,2.4816,0.308272,86.381,8.5,0.0056,Shale
mywell,2339.3389,184.5596,2.612,2.3005,0.235576,88.359,8.5,0.0125,Shale
mywell,2339.4913,105.6737,2.5436,2.2385,0.224088,88.747,8.5,0.033,Shale
mywell,2339.6437,63.8134,2.4557,2.2221,0.252768,89.37,8.5,0.0759,Silty Sand
mywell,2339.7961,50.1029,2.3756,2.1853,0.225224,90.615,8.5,0.1358,Silty Sand
mywell,2339.9485,53.843,2.3165,2.1949,0.247816,90.625,8.5,0.1324,Silty Sand
mywell,2340.1009,61.2188,2.319,2.1672,0.229152,90.501,8.5,0.0947,Silty Sand
mywell,2340.2533,66.1735,2.2892,2.1789,0.257768,90.376,8.5,0.0809,Silty Sand
mywell,2340.4057,56.668,2.2791,2.185,0.25304,90.375,8.5,0.1054,Silty Sand
mywell,2340.5581,49.9704,2.274,2.181,0.206376,90.375,8.5,0.1292,Silty Sand
mywell,2340.7105,47.4519,2.276,2.2098,0.22088,90.251,8.5,0.1473,Silty Sand
mywell,2340.8629,55.1448,2.2343,2.206,0.248776,89.878,8.5,0.1062,Silty Sand
mywell,2341.0153,65.9841,2.2181,2.1981,0.26884,88.759,8.5,0.0728,Silty Sand
mywell,2341.1677,83.8556,2.1853,2.2258,0.233288,88.254,8.5,0.034,Silty Sand
mywell,2341.3201,90.9728,2.1761,2.23,0.250856,87.754,8.5,0.0398,Shale
mywell,2341.4725,87.1552,2.177,2.2201,0.27084,86.758,8.5,0.0326,Shale
mywell,2341.6249,74.8678,2.1859,2.2517,0.18172,87.246,8.5,0.0497,Silty Sand
mywell,2341.7773,63.3223,2.188,2.25,0.214728,86.878,8.5,0.0736,Silty Sand
mywell,2341.9297,56.9615,2.2168,2.2401,0.218968,86.875,8.5,0.0918,Silty Sand
mywell,2342.0821,51.9093,2.2468,2.2569,0.211064,86.999,8.5,0.1182,Silty Sand
mywell,2342.2345,48.1361,2.2758,2.2768,0.204056,85.884,8.5,0.1232,Silty Sand
mywell,2342.3869,44.4078,2.3187,2.279,0.201024,85.627,8.5,0.1482,Sandstone
mywell,2342.5393,45.6815,2.3557,2.2631,0.162312,85.501,8.5,0.1236,Silty Sand
mywell,2342.6917,43.6842,2.3828,2.2461,0.22648,86.368,8.5,0.1538,Sandstone
mywell,2342.8441,48.4931,2.4147,2.2569,0.220056,88.111,8.5,0.1302,Silty Sand
mywell,2342.9965,45.9617,2.4467,2.2461,0.268608,89.365,8.5,0.1388,Silty Sand
mywell,2343.1489,50.4834,2.4837,2.2381,0.202536,90.863,8.5,0.1293,Silty Sand
mywell,2343.3013,57.5285,2.4989,2.2261,0.2516,92.859,8.5,0.1019,Silty Sand
mywell,2343.4537,77.7306,2.4643,2.2181,0.282752,94.363,8.5,0.0576,Silty Sand
mywell,2343.6061,97.0515,2.4352,2.214,0.3078,95.367,8.5,0.0437,Shale
mywell,2343.7585,110.0961,2.4191,2.1892,0.29808,96.243,8.5,0.0346,Shale
mywell,2343.9109,108.5801,2.42,2.1533,0.287088,96.87,8.5,0.0333,Shale
mywell,2344.0633,106.1019,2.4329,2.1709,0.269144,96.999,8.5,0.0349,Shale
mywell,2344.2157,92.4172,2.4399,2.1631,0.257096,95.512,8.5,0.0409,Shale
mywell,2344.3681,89.2784,2.44,2.1729,0.253032,96.244,8.5,0.0406,Shale
mywell,2344.5205,84.041,2.4301,2.2157,0.310536,95.878,8.5,0.039,Silty Sand
mywell,2344.6729,90.5502,2.4201,2.222,0.274296,95.875,8.5,0.0411,Shale
mywell,2344.8253,86.0249,2.42,2.1734,0.213488,97.611,8.5,0.036,Shale
mywell,2344.9777,84.0149,2.4438,2.179,0.295336,98.865,8.5,0.0361,Silty Sand
mywell,2345.1301,80.407,2.5005,2.1998,0.302944,99.123,8.5,0.0433,Silty Sand
mywell,2345.2825,80.8006,2.5645,2.1613,0.297048,97.637,8.5,0.0417,Silty Sand
mywell,2345.4349,80.804,2.6334,2.165,0.22756,97.625,8.5,0.0425,Silty Sand
mywell,2345.5873,78.9023,2.6826,2.2215,0.267672,94.525,8.5,0.0541,Silty Sand
mywell,2345.7397,75.9993,2.7078,2.2766,0.219392,90.656,8.5,0.0597,Silty Sand
mywell,2345.8921,70.4466,2.6852,2.2988,0.188248,88.145,8.5,0.0679,Silty Sand
mywell,2346.0445,65.9648,2.6919,2.3357,0.154272,86.761,8.5,0.0706,Silty Sand
mywell,2346.1969,64.7664,2.7297,2.3033,0.278992,86.254,8.5,0.0725,Silty Sand
mywell,2346.3493,83.6338,2.7736,2.305,0.35936,92.326,8.5,0.0721,Silty Sand
mywell,2346.5017,106.115,2.8147,2.2445,0.268736,95.351,8.5,0.0316,Shale
mywell,2346.6541,114.1516,2.8596,2.2083,0.324544,98.847,8.5,0.0344,Shale
mywell,2346.8065,108.4346,2.9066,2.212,0.231752,100.363,8.5,0.0318,Shale
mywell,2346.9589,99.1902,2.9546,2.2457,0.319288,96.779,8.5,0.0498,Shale
mywell,2347.1113,104.7159,2.9927,2.4097,0.348768,94.394,8.5,0.0625,Shale
mywell,2347.2637,118.5558,3.0972,2.4556,0.30436,92.143,8.5,0.0293,Shale
mywell,2347.4161,126.5157,3.1823,2.4173,0.332768,91.629,8.5,0.0246,Shale
mywell,2347.5685,139.5474,3.3249,2.3753,0.354824,91.997,8.5,0.0241,Shale
mywell,2347.7209,137.4607,3.4054,2.3502,0.317304,92.0,8.5,0.0141,Shale
mywell,2347.8733,146.5892,3.3911,2.3748,0.325928,90.636,8.5,0.0244,Shale
mywell,2348.0257,134.6042,3.2442,2.3909,0.347824,90.997,8.5,0.0402,Shale
mywell,2348.1781,129.3347,3.0773,2.4535,0.35792,91.992,8.5,0.0318,Shale
mywell,2348.3305,118.2421,2.9014,2.4322,0.388752,93.488,8.5,0.042,Shale
mywell,2348.4829,116.1809,2.7462,2.3209,0.310632,97.964,8.5,0.0271,Shale
mywell,2348.6353,108.4502,2.7043,2.2406,0.455824,102.712,8.5,0.0428,Shale
mywell,2348.7877,101.4341,2.7328,2.1537,0.549256,108.702,8.5,0.0594,Shale
mywell,2348.9401,101.5615,2.7955,2.1371,0.620432,115.446,8.5,0.0652,Shale
mywell,2349.0925,97.2865,2.8,1.9178,0.6954,121.824,8.5,0.0664,Shale
mywell,2349.2449,88.8954,2.6462,1.9001,0.36864,116.915,8.5,0.071,Shale
mywell,2349.3973,64.7025,2.5309,1.9625,0.221168,109.063,8.5,0.159,Silty Sand
mywell,2349.5497,44.8207,2.5161,2.1356,0.202144,100.816,8.5,0.1401,Sandstone
mywell,2349.7021,25.2039,2.5805,2.2174,0.24168,90.086,8.5,0.2265,Sandstone
mywell,2349.8545,20.5919,2.6276,2.1734,0.254896,89.504,8.5,0.2324,Sandstone
mywell,2350.0069,18.6891,2.6369,2.1363,0.258968,90.12,8.5,0.2333,Sandstone
mywell,2350.1593,22.4783,2.6281,2.1826,0.235192,89.381,8.5,0.224,Sandstone
mywell,2350.3117,28.2249,2.6082,2.183,0.23996,89.623,8.5,0.2318,Sandstone
mywell,2350.4641,37.7843,2.603,2.2395,0.197344,87.641,8.5,0.1556,Sandstone
mywell,2350.6165,32.0717,2.6427,2.2301,0.224776,86.261,8.5,0.2188,Sandstone
mywell,2350.7689,29.3248,2.7343,2.2518,0.22004,86.498,8.5,0.2282,Sandstone
mywell,2350.9213,26.9033,2.8471,2.252,0.228928,86.872,8.5,0.2104,Sandstone
mywell,2351.0737,31.472,2.9164,2.2282,0.242888,86.627,8.5,0.2006,Sandstone
mywell,2351.2261,30.892,2.9051,2.1873,0.192408,87.121,8.5,0.1585,Sandstone
mywell,2351.3785,34.0922,2.8246,2.2058,0.22176,88.489,8.5,0.1912,Sandstone
mywell,2351.5309,34.6467,2.703,2.21,0.244816,87.632,8.5,0.1739,Sandstone
mywell,2351.6833,40.3213,2.5562,2.1852,0.265832,89.981,8.5,0.1865,Sandstone
mywell,2351.8357,40.2608,2.433,2.2118,0.277904,90.124,8.5,0.189,Sandstone
mywell,2351.9881,40.2253,2.3189,2.2021,0.219472,88.761,8.5,0.1759,Sandstone
mywell,2352.1405,37.125,2.2277,2.1911,0.241816,89.122,8.5,0.1802,Sandstone
mywell,2352.2929,35.2688,2.1595,2.189,0.234064,90.985,8.5,0.2041,Sandstone
mywell,2352.4453,31.415,2.1015,2.1692,0.235984,91.868,8.5,0.2123,Sandstone
mywell,2352.5977,30.8384,2.0534,2.1849,0.229056,92.123,8.5,0.2271,Sandstone
mywell,2352.7501,36.0291,2.0272,2.2019,0.231976,91.877,8.5,0.1987,Sandstone
mywell,2352.9025,39.8039,2.029,2.1951,0.208192,90.635,8.5,0.1863,Sandstone
mywell,2353.0549,44.8347,2.0558,2.195,0.20304,90.129,8.5,0.163,Sandstone
mywell,2353.2073,37.1622,2.0818,2.2039,0.200024,89.009,8.5,0.1611,Sandstone
mywell,2353.3597,42.3477,2.0919,2.2397,0.21984,88.256,8.5,0.1675,Sandstone
mywell,2353.5121,41.6857,2.1069,2.244,0.199168,87.878,8.5,0.1537,Sandstone
mywell,2353.6645,42.9478,2.1199,2.244,0.202968,87.875,8.5,0.157,Sandstone
mywell,2353.8169,41.0563,2.118,2.2668,0.204984,87.751,8.5,0.1629,Sandstone
mywell,2353.9693,40.3367,2.1279,2.2551,0.226824,88.246,8.5,0.1691,Sandstone
mywell,2354.1217,43.4657,2.129,2.2629,0.200216,88.87,8.5,0.1412,Sandstone
mywell,2354.2741,40.9554,2.1191,2.2422,0.194048,89.123,8.5,0.1421,Sandstone
mywell,2354.4265,37.835,2.0992,2.24,0.211856,88.629,8.5,0.1874,Sandstone
mywell,2354.5789,36.5422,2.0831,2.2499,0.211008,88.873,8.5,0.1798,Sandstone
mywell,2354.7313,34.6125,2.0731,2.253,0.20604,88.999,8.5,0.1754,Sandstone
mywell,2354.8837,35.9888,2.0879,2.2322,0.203024,89.62,8.5,0.1806,Sandstone
mywell,2355.0361,34.8195,2.0692,2.2499,0.200024,89.997,8.5,0.1727,Sandstone
mywell,2355.1885,31.588,2.0799,2.2361,0.19504,89.876,8.5,0.1831,Sandstone
mywell,2355.3409,31.4033,2.1137,2.232,0.218808,89.751,8.5,0.2421,Sandstone
mywell,2355.4933,30.6272,2.11,2.232,0.188248,89.378,8.5,0.1507,Sandstone
mywell,2355.6457,33.2101,2.1269,2.226,0.19792,89.623,8.5,0.192,Sandstone
mywell,2355.7981,35.8717,2.1865,2.2498,0.172208,89.873,8.5,0.1611,Sandstone
mywell,2355.9505,34.7135,2.2277,2.25,0.240448,90.619,8.5,0.1913,Sandstone
mywell,2356.1029,39.2652,2.2161,2.2202,0.20628,90.377,8.5,0.1883,Sandstone
mywell,2356.2553,36.079,2.2924,2.2061,0.1812,89.383,8.5,0.1547,Sandstone
mywell,2356.4077,46.1436,2.3803,2.2298,0.221672,89.251,8.5,0.1485,Silty Sand
mywell,2356.5601,48.1971,2.4524,2.2568,0.277552,91.606,8.5,0.1405,Silty Sand
mywell,2356.7125,58.1796,2.5304,2.2441,0.236336,90.881,8.5,0.1004,Silty Sand
mywell,2356.8649,55.0548,2.5846,2.2261,0.17648,90.503,8.5,0.0993,Silty Sand
mywell,2357.0173,59.7489,2.6048,2.224,0.208736,90.252,8.5,0.1028,Silty Sand
mywell,2357.1697,54.2923,2.5862,2.2458,0.222888,88.142,8.5,0.1165,Silty Sand
mywell,2357.3221,55.7628,2.5245,2.2807,0.186296,88.993,8.5,0.0822,Silty Sand
mywell,2357.4745,47.1119,2.4833,2.2344,0.231632,90.24,8.5,0.1395,Silty Sand
mywell,2357.6269,42.6643,2.4324,2.2419,0.203232,90.002,8.5,0.1746,Sandstone
mywell,2357.7793,39.9466,2.4003,2.2281,0.17324,90.992,8.5,0.1587,Sandstone
mywell,2357.9317,42.5022,2.397,2.2548,0.198792,91.868,8.5,0.1684,Sandstone
mywell,2358.0841,52.5472,2.392,2.2362,0.231736,92.247,8.5,0.1271,Silty Sand
mywell,2358.2365,62.7593,2.4356,2.2608,0.257792,93.614,8.5,0.0891,Silty Sand
mywell,2358.3889,73.7133,2.4886,2.2243,0.226256,93.873,8.5,0.0605,Silty Sand
mywell,2358.5413,73.4478,2.5287,2.2379,0.23096,93.627,8.5,0.0836,Silty Sand
mywell,2358.6937,66.9147,2.5627,2.234,0.214136,94.245,8.5,0.0799,Silty Sand
mywell,2358.8461,59.914,2.5858,2.2568,0.299312,95.366,8.5,0.1136,Silty Sand
mywell,2358.9985,54.1173,2.583,2.2084,0.252384,95.375,8.5,0.124,Silty Sand
mywell,2359.1509,56.1135,2.5661,2.206,0.170656,93.763,8.5,0.0949,Silty Sand
mywell,2359.3033,73.2817,2.561,2.2477,0.226544,93.502,8.5,0.0679,Silty Sand
mywell,2359.4557,122.4437,2.5789,2.2549,0.280568,93.624,8.5,0.0265,Shale
mywell,2359.6081,173.8358,2.5969,2.2322,0.36532,95.237,8.5,0.015,Shale
mywell,2359.7605,189.3214,2.591,2.2082,0.285648,94.506,8.5,0.0063,Shale
mywell,2359.9129,160.5629,2.5682,2.21,0.193736,91.896,8.5,0.0048,Shale
mywell,2360.0653,112.8984,2.5333,2.2725,0.193992,87.907,8.5,0.0264,Shale
mywell,2360.2177,98.4673,2.5876,2.3117,0.236656,86.759,8.5,0.0373,Shale
mywell,2360.3701,112.9672,2.6614,2.2852,0.317352,86.626,8.5,0.0319,Shale
mywell,2360.5225,142.3133,2.7473,2.2066,0.304112,90.841,8.5,0.0122,Shale
mywell,2360.6749,143.4666,2.7867,2.202,0.325824,92.611,8.5,0.029,Shale
mywell,2360.8273,123.6806,2.8029,2.2258,0.273424,92.005,8.5,0.0253,Shale
mywell,2360.9797,98.7567,2.8496,2.3083,0.210504,92.372,8.5,0.0426,Shale
mywell,2361.1321,99.2643,2.8599,2.3437,0.248688,91.259,8.5,0.0421,Shale
mywell,2361.2845,128.8416,2.9592,2.3638,0.285704,92.118,8.5,0.0162,Shale
mywell,2361.4369,162.9707,3.0542,2.3015,0.274096,94.109,8.5,0.0064,Shale
mywell,2361.5893,168.9688,3.1354,2.2226,0.271024,94.869,8.5,0.0064,Shale
mywell,2361.7417,148.0183,3.1658,2.222,0.255128,94.999,8.5,0.0154,Shale
mywell,2361.8941,121.2931,3.1442,2.2686,0.399832,95.0,8.5,0.0421,Shale
mywell,2362.0465,116.0238,3.1123,2.3136,0.417864,94.876,8.5,0.0414,Shale
mywell,2362.1989,117.6049,3.0951,2.2753,0.400144,94.751,8.5,0.0387,Shale
mywell,2362.3513,124.1682,3.0742,2.3137,0.369248,95.866,8.5,0.0306,Shale
mywell,2362.5037,122.2767,3.0859,2.3457,0.3194,96.123,8.5,0.026,Shale
mywell,2362.6561,123.2847,3.1277,2.3321,0.369592,95.257,8.5,0.0323,Shale
mywell,2362.8085,119.574,3.1528,2.3598,0.333296,96.118,8.5,0.0253,Shale
mywell,2362.9609,122.392,3.1431,2.3421,0.339944,94.141,8.5,0.0299,Shale
mywell,2363.1133,125.9723,3.137,2.3539,0.378688,93.133,8.5,0.0286,Shale
mywell,2363.2657,126.0119,3.1291,2.36,0.407768,91.761,8.5,0.0286,Shale
mywell,2363.4181,128.2995,3.0893,2.4106,0.317728,91.13,8.5,0.0226,Shale
mywell,2363.5705,140.2587,3.0463,2.4715,0.316008,91.745,8.5,0.0107,Shale
mywell,2363.7229,140.5107,2.9865,2.468,0.37552,93.486,8.5,0.0254,Shale
mywell,2363.8753,140.7997,2.9304,2.3589,0.29168,96.972,8.5,0.0138,Shale
mywell,2364.0277,119.4809,2.8774,2.2737,0.377304,99.48,8.5,0.0376,Shale
mywell,2364.1801,118.319,2.8195,2.2244,0.307568,100.368,8.5,0.0291,Shale
mywell,2364.3325,113.7121,2.7386,2.224,0.295096,99.879,8.5,0.0342,Shale
mywell,2364.4849,109.0066,2.6874,2.2161,0.333688,99.875,8.5,0.0348,Shale
mywell,2364.6373,110.1306,2.6483,2.3112,0.325072,98.387,8.5,0.0307,Shale
mywell,2364.7897,104.1791,2.6262,2.2693,0.38948,98.251,8.5,0.0565,Shale
mywell,2364.9421,112.4013,2.625,2.2571,0.263024,98.374,8.5,0.0287,Shale
mywell,2365.0945,118.2325,2.6419,2.2729,0.357232,97.135,8.5,0.0344,Shale
mywell,2365.2469,134.2988,2.643,2.2948,0.252848,96.753,8.5,0.02,Shale
mywell,2365.3993,154.5765,2.6807,2.3337,0.327392,95.138,8.5,0.0252,Shale
mywell,2365.5517,172.4571,2.7296,2.3201,0.316096,94.381,8.5,0.0058,Shale
mywell,2365.7041,180.039,2.7756,2.3091,0.27136,93.135,8.5,0.0061,Shale
mywell,2365.8565,165.8291,2.8206,2.3338,0.287864,92.381,8.5,0.0062,Shale
mywell,2366.0089,135.1058,2.8726,2.3786,0.265184,92.747,8.5,0.0143,Shale
mywell,2366.1613,103.9591,2.9147,2.3482,0.25508,92.13,8.5,0.0327,Shale
mywell,2366.3137,84.487,2.9477,2.3163,0.3046,91.753,8.5,0.0414,Silty Sand
mywell,2366.4661,70.8398,2.9748,2.3259,0.263336,92.618,8.5,0.0852,Silty Sand
mywell,2366.6185,66.2452,2.9621,2.3072,0.235224,92.625,8.5,0.0812,Silty Sand
mywell,2366.7709,54.0342,2.9164,2.2733,0.256824,94.113,8.5,0.1251,Silty Sand
mywell,2366.9233,53.9003,2.8565,2.2869,0.2818,94.745,8.5,0.1264,Silty Sand
mywell,2367.0757,55.1817,2.7836,2.2632,0.275056,95.37,8.5,0.0999,Silty Sand
mywell,2367.2281,63.878,2.7116,2.2422,0.244248,95.251,8.5,0.081,Silty Sand
mywell,2367.3805,64.1315,2.6426,2.242,0.312448,95.622,8.5,0.0819,Silty Sand
mywell,2367.5329,59.053,2.5785,2.2341,0.286216,95.625,8.5,0.104,Silty Sand
mywell,2367.6853,50.2467,2.5234,2.2181,0.272112,95.997,8.5,0.1243,Silty Sand
mywell,2367.8377,47.823,2.4883,2.2438,0.219424,95.876,8.5,0.1359,Silty Sand
mywell,2367.9901,45.8855,2.4374,2.1934,0.285464,95.627,8.5,0.1582,Silty Sand
mywell,2368.1425,44.999,2.3864,2.2317,0.24632,96.121,8.5,0.1563,Silty Sand
mywell,2368.2949,40.0122,2.3493,2.2141,0.232112,95.753,8.5,0.1785,Sandstone
mywell,2368.4473,42.4123,2.3192,2.1852,0.28656,95.502,8.5,0.1874,Sandstone
mywell,2368.5997,43.8635,2.2972,2.1771,0.256248,94.632,8.5,0.1673,Sandstone
mywell,2368.7521,44.4752,2.293,2.2296,0.238144,93.881,8.5,0.1677,Sandstone
mywell,2368.9045,42.0089,2.3039,2.236,0.246928,92.759,8.5,0.1793,Sandstone
mywell,2369.0569,46.4361,2.3318,2.2529,0.282712,92.13,8.5,0.1346,Silty Sand
mywell,2369.2093,50.9558,2.3697,2.253,0.283,91.381,8.5,0.1317,Silty Sand
mywell,2369.3617,58.3695,2.3839,2.2609,0.255224,91.995,8.5,0.0983,Silty Sand
mywell,2369.5141,56.9817,2.3642,2.261,0.255,93.24,8.5,0.0983,Silty Sand
mywell,2369.6665,59.2566,2.3104,2.255,0.287736,94.242,8.5,0.1104,Silty Sand
mywell,2369.8189,54.6761,2.2634,2.25,0.321728,95.242,8.5,0.1185,Silty Sand
mywell,2369.9713,54.639,2.2104,2.2401,0.255536,95.126,8.5,0.0999,Silty Sand
mywell,2370.1237,54.8146,2.1108,2.2102,0.228216,94.381,8.5,0.104,Silty Sand
mywell,2370.2761,52.7388,2.0118,2.1773,0.295456,93.135,8.5,0.1539,Silty Sand
mywell,2370.4285,54.1306,1.9118,2.2117,0.299968,92.133,8.5,0.1533,Silty Sand
mywell,2370.5809,49.6314,1.8277,2.2666,0.236512,92.373,8.5,0.1244,Silty Sand
mywell,2370.7333,51.2001,1.7893,2.263,0.219136,93.367,8.5,0.1281,Silty Sand
mywell,2370.8857,49.848,1.789,2.2531,0.252728,93.375,8.5,0.1239,Silty Sand
mywell,2371.0381,51.6286,1.8078,2.2282,0.230184,92.879,8.5,0.1287,Silty Sand
mywell,2371.1905,49.3594,1.8169,2.2201,0.26968,92.379,8.5,0.1257,Silty Sand
mywell,2371.3429,44.8433,1.816,2.2061,0.198576,91.755,8.5,0.1515,Sandstone
mywell,2371.4953,38.6229,1.8458,2.2219,0.218832,91.006,8.5,0.2042,Sandstone
mywell,2371.6477,35.973,1.8817,2.224,0.224952,90.628,8.5,0.2132,Sandstone
mywell,2371.8001,30.9097,1.9207,2.2498,0.216072,90.253,8.5,0.2383,Sandstone
mywell,2371.9525,34.5235,2.0043,2.255,0.273536,90.126,8.5,0.1964,Sandstone
mywell,2372.1049,33.9727,2.1042,2.2322,0.231344,90.249,8.5,0.2042,Sandstone
mywell,2372.2573,37.0958,2.2776,2.236,0.217112,89.754,8.5,0.2151,Sandstone
mywell,2372.4097,35.2412,2.5091,2.2201,0.189224,88.882,8.5,0.1367,Sandstone
mywell,2372.5621,36.4025,2.6677,2.2527,0.240584,88.007,8.5,0.1749,Sandstone
mywell,2372.7145,38.4149,2.8168,2.2143,0.25092,87.628,8.5,0.1754,Sandstone
mywell,2372.8669,38.431,2.9767,2.2497,0.208344,86.881,8.5,0.1787,Sandstone
mywell,2373.0193,40.4338,3.1298,2.25,0.202048,86.875,8.5,0.1593,Sandstone
mywell,2373.1717,44.2097,3.2084,2.3006,0.198032,86.999,8.5,0.139,Sandstone
mywell,2373.3241,40.4456,3.1683,2.3109,0.18312,87.372,8.5,0.1516,Sandstone
mywell,2373.4765,37.0769,3.0004,2.2574,0.161176,87.003,8.5,0.1449,Sandstone
mywell,2373.6289,31.4105,2.752,2.2868,0.192744,87.248,8.5,0.1586,Sandstone
mywell,2373.7813,33.9829,2.5337,2.2652,0.189032,88.862,8.5,0.1361,Sandstone
mywell,2373.9337,33.4415,2.3505,2.3027,0.22372,89.991,8.5,0.21,Sandstone
mywell,2374.0861,34.558,2.2161,2.2693,0.239872,90.992,8.5,0.1913,Sandstone
mywell,2374.2385,32.586,2.1317,2.2531,0.223136,90.752,8.5,0.2343,Sandstone
mywell,2374.3909,35.796,2.0824,2.2322,0.191256,90.13,8.5,0.1641,Sandstone
mywell,2374.5433,40.292,2.0463,2.2528,0.193976,89.877,8.5,0.1584,Sandstone
mywell,2374.6957,49.0586,2.044,2.2103,0.224752,89.255,8.5,0.132,Silty Sand
mywell,2374.8481,51.8292,2.1204,2.2725,0.260712,89.994,8.5,0.1284,Silty Sand
mywell,2375.0005,53.218,2.2113,2.2591,0.293736,90.372,8.5,0.1442,Silty Sand
mywell,2375.1529,52.6685,2.2953,2.2709,0.245392,90.127,8.5,0.1289,Silty Sand
mywell,2375.3053,52.5588,2.3545,2.277,0.219208,90.869,8.5,0.1328,Silty Sand
mywell,2375.4577,49.9629,2.3669,2.2651,0.1942,90.751,8.5,0.1131,Silty Sand
mywell,2375.6101,44.8927,2.3601,2.2571,0.17912,92.362,8.5,0.1298,Sandstone
mywell,2375.7625,41.4861,2.3521,2.2907,0.211736,92.747,8.5,0.1832,Sandstone
mywell,2375.9149,45.2107,2.3381,2.2483,0.249696,94.114,8.5,0.1537,Silty Sand
mywell,2376.0673,52.2535,2.2864,2.2401,0.243056,94.869,8.5,0.1232,Silty Sand
mywell,2376.2197,54.3793,2.2185,2.2588,0.294584,93.511,8.5,0.1508,Silty Sand
mywell,2376.3721,53.6946,2.1952,2.2362,0.212664,93.004,8.5,0.131,Silty Sand
mywell,2376.5245,54.3546,2.2248,2.1933,0.200096,90.148,8.5,0.1283,Silty Sand
mywell,2376.6769,55.0961,2.2786,2.2039,0.25456,88.761,8.5,0.0947,Silty Sand
mywell,2376.8293,58.9242,2.3236,2.2476,0.193496,88.254,8.5,0.0814,Silty Sand
mywell,2376.9817,55.1804,2.3369,2.2708,0.208872,87.258,8.5,0.0914,Silty Sand
mywell,2377.1341,61.4046,2.3132,2.2889,0.146504,87.994,8.5,0.077,Silty Sand
mywell,2377.2865,71.4335,2.2892,2.3654,0.228336,92.092,8.5,0.081,Silty Sand
mywell,2377.4389,97.5511,2.2612,2.3035,0.269672,97.581,8.5,0.0402,Shale
mywell,2377.5913,122.0055,2.2263,2.2792,0.341424,100.105,8.5,0.0265,Shale
mywell,2377.7437,133.7261,2.1843,2.2324,0.34696,100.745,8.5,0.0415,Shale
mywell,2377.8961,137.2632,2.1503,2.238,0.363864,99.262,8.5,0.0334,Shale
mywell,2378.0485,135.182,2.1421,2.1834,0.331264,97.762,8.5,0.0208,Shale
mywell,2378.2009,124.6944,2.143,2.1751,0.381592,94.65,8.5,0.0334,Shale
mywell,2378.3533,114.4717,2.1519,2.2077,0.266928,92.641,8.5,0.0325,Shale
mywell,2378.5057,100.1617,2.1748,2.2278,0.217392,93.369,8.5,0.0415,Shale
mywell,2378.6581,93.9889,2.2058,2.2607,0.364808,91.887,8.5,0.0686,Shale
mywell,2378.8105,76.1901,2.21,2.265,0.255888,92.371,8.5,0.0527,Silty Sand
mywell,2378.9629,79.0051,2.21,2.2462,0.214328,95.599,8.5,0.0543,Silty Sand
mywell,2379.1153,84.1705,2.214,2.2242,0.346928,96.493,8.5,0.0585,Silty Sand
mywell,2379.2677,103.5828,2.2269,2.2627,0.355936,97.12,8.5,0.0532,Shale
mywell,2379.4201,105.8797,2.2409,2.265,0.35104,97.497,8.5,0.0557,Shale
mywell,2379.5725,108.4385,2.2519,2.142,0.290488,97.252,8.5,0.0386,Shale
mywell,2379.7249,109.1772,2.2262,2.1628,0.2404,97.002,8.5,0.0316,Shale
mywell,2379.8773,114.3464,2.2329,2.2235,0.265792,96.504,8.5,0.0326,Shale
mywell,2380.0297,119.2696,2.2876,2.2647,0.3156,98.732,8.5,0.0253,Shale
